It took 3.820772171020508 seconds to calculate the mandelbrot graph
It took 0.09927606582641602 seconds to dump the image.
         1099361 function calls (1080072 primitive calls) in 4.411 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        6    0.000    0.000    0.000    0.000 pathlib.py:1300(is_dir)
        1    0.000    0.000    0.000    0.000 patches.py:1068(Polygon)
        9    0.000    0.000    0.000    0.000 pathlib.py:853(__truediv__)
        1    0.000    0.000    0.000    0.000 polar.py:748(PolarAxes)
        1    0.000    0.000    0.000    0.000 backend_tools.py:255(SetCursorBase)
        1    0.000    0.000    0.000    0.000 dates.py:1261(AutoDateLocator)
        1    0.000    0.000    0.000    0.000 collections.py:1276(RegularPolyCollection)
        1    0.000    0.000    0.000    0.000 patches.py:2650(ConnectionStyle)
        1    0.000    0.000    0.000    0.000 records.py:1(<module>)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1132(AnchoredText)
       17    0.000    0.000    0.000    0.000 patches.py:315(_set_edgecolor)
        1    0.000    0.000    0.000    0.000 chebyshev.py:1(<module>)
       14    0.000    0.000    0.000    0.000 _ufunc_config.py:435(__exit__)
      532    0.000    0.000    0.000    0.000 artist.py:812(get_visible)
       13    0.000    0.000    0.000    0.000 deprecation.py:363(<listcomp>)
        8    0.000    0.000    0.000    0.000 axis.py:1234(<listcomp>)
        1    0.000    0.000    0.000    0.000 image.py:1182(PcolorImage)
      177    0.000    0.000    0.000    0.000 transforms.py:209(<lambda>)
      807    0.000    0.000    0.000    0.000 font_manager.py:788(get_file)
       47    0.000    0.000    0.000    0.000 deprecation.py:154(_deprecated_property)
       56    0.000    0.000    0.000    0.000 stride_tricks.py:538(<listcomp>)
       12    0.000    0.000    0.000    0.000 dataclasses.py:722(_get_field)
       77    0.000    0.000    0.000    0.000 font_manager.py:844(set_weight)
        4    0.000    0.000    0.000    0.000 _base.py:4314(get_children)
        1    0.000    0.000    0.000    0.000 tempfile.py:1(<module>)
    47/33    0.000    0.000    0.000    0.000 transforms.py:2381(_invalidate_internal)
        1    0.000    0.000    0.000    0.000 collections.py:1688(EllipseCollection)
        1    0.000    0.000    0.000    0.000 unicode.py:85(identchars)
        2    0.000    0.000    0.000    0.000 _base.py:1027(_update_transScale)
       31    0.000    0.000    0.000    0.000 typing.py:1143(<genexpr>)
       44    0.000    0.000    0.000    0.000 getlimits.py:101(_float_conv)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 offsetbox.py:497(PaddedBox)
       61    0.000    0.000    0.000    0.000 _inspect.py:144(<lambda>)
        1    0.000    0.000    0.000    0.000 PpmImagePlugin.py:1(<module>)
    84/80    0.000    0.000    0.000    0.000 spines.py:201(_ensure_position_is_set)
       46    0.000    0.000    0.000    0.000 backend_agg.py:43(get_hinting_flag)
       22    0.000    0.000    0.000    0.000 rcsetup.py:276(validate_color_or_auto)
        1    0.000    0.000    0.000    0.000 _polybase.py:1(<module>)
      735    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
      187    0.000    0.000    0.000    0.000 typing.py:1242(__eq__)
        9    0.000    0.000    0.000    0.000 pathlib.py:615(_make_child)
       14    0.000    0.000    0.000    0.000 ticker.py:2030(_staircase)
      105    0.000    0.000    0.000    0.000 __init__.py:1879(_str_lower_equal)
        1    0.000    0.000    0.000    0.000 tz.py:1036(tzstr)
        1    0.000    0.000    0.000    0.000 getlimits.py:1(<module>)
       93    0.000    0.000    0.000    0.000 _inspect.py:131(strseq)
        3    0.000    0.000    0.000    0.000 enum.py:937(_missing_)
       75    0.000    0.000    0.000    0.000 font_manager.py:870(set_stretch)
        2    0.000    0.000    0.000    0.000 pathlib.py:1170(mkdir)
       20    0.000    0.000    0.000    0.000 axis.py:1654(convert_units)
      520    0.000    0.000    0.000    0.000 artist.py:929(get_agg_filter)
       12    0.000    0.000    0.000    0.000 rcsetup.py:339(_validate_cmap)
        1    0.000    0.000    0.000    0.000 figure.py:163(__init__)
       16    0.000    0.000    0.000    0.000 transforms.py:379(bounds)
        1    0.000    0.000    0.000    0.000 TiffImagePlugin.py:430(ImageFileDirectory_v2)
       47    0.000    0.000    0.000    0.000 text.py:1283(set_usetex)
      256    0.000    0.000    0.000    0.000 cycler.py:239(__iter__)
      139    0.000    0.000    0.000    0.000 core.py:757(preParse)
       35    0.000    0.000    0.000    0.000 typing.py:253(_deduplicate)
        1    0.000    0.000    0.000    0.000 widgets.py:3509(LassoSelector)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(zeros_like)
       16    0.000    0.000    0.000    0.000 _methods.py:281(_ptp)
       28    0.000    0.000    0.000    0.000 _ufunc_config.py:132(geterr)
       21    0.000    0.000    0.000    0.000 transforms.py:2586(__init__)
        1    0.000    0.000    0.000    0.000 offsetbox.py:186(OffsetBox)
       13    0.000    0.000    0.000    0.000 transforms.py:246(frozen)
       13    0.000    0.000    0.000    0.000 mixins.py:36(_inplace_binary_method)
        1    0.000    0.000    0.000    0.000 threading.py:816(Thread)
        6    0.000    0.000    0.000    0.000 deprecation.py:506(suppress_matplotlib_deprecation_warning)
       10    0.000    0.000    0.000    0.000 markers.py:797(_set_tickright)
        3    0.000    0.000    0.000    0.000 __init__.py:501(PYFUNCTYPE)
        1    0.000    0.000    0.000    0.000 cm.py:397(__init__)
       19    0.000    0.000    0.000    0.000 cycler.py:135(__init__)
       89    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
      255    0.000    0.000    0.000    0.000 __init__.py:154(<genexpr>)
      236    0.000    0.000    0.000    0.000 typing.py:1031(__eq__)
        1    0.000    0.000    0.000    0.000 histograms.py:1(<module>)
       94    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
        1    0.000    0.000    0.000    0.000 _compat_pickle.py:1(<module>)
       20    0.000    0.000    0.000    0.000 getlimits.py:581(tiny)
        2    0.000    0.000    0.000    0.000 {built-in method posix.access}
       20    0.000    0.000    0.000    0.000 axis.py:208(_apply_tickdir)
        3    0.000    0.000    0.000    0.000 enum.py:947(_create_pseudo_member_)
      242    0.000    0.000    0.000    0.000 core.py:3614(<genexpr>)
        1    0.000    0.000    0.000    0.000 unicode.py:99(identbodychars)
        1    0.000    0.000    0.000    0.000 cm.py:389(ScalarMappable)
       25    0.000    0.000    0.000    0.000 deprecation.py:239(__init__)
      128    0.000    0.000    0.000    0.000 deprecation.py:205(<listcomp>)
       47    0.000    0.000    0.000    0.000 {method 'issuperset' of 'set' objects}
        1    0.000    0.000    0.000    0.000 gridspec.py:27(GridSpecBase)
       28    0.000    0.000    0.000    0.000 rcsetup.py:64(<dictcomp>)
      222    0.000    0.000    0.000    0.000 transforms.py:1324(<genexpr>)
       29    0.000    0.000    0.000    0.000 pathlib.py:745(stem)
        1    0.000    0.000    0.000    0.000 collections.py:1151(PolyCollection)
      112    0.000    0.000    0.000    0.000 transforms.py:2131(transform)
       72    0.000    0.000    0.000    0.000 util.py:111(set_)
        1    0.000    0.000    0.000    0.000 collections.py:1770(PatchCollection)
      168    0.000    0.000    0.000    0.000 _collections_abc.py:885(__iter__)
        8    0.000    0.000    0.000    0.000 transforms.py:2328(blended_transform_factory)
        1    0.000    0.000    0.000    0.000 pickle.py:1137(_Unpickler)
        1    0.000    0.000    0.000    0.000 legendre.py:1619(Legendre)
       58    0.000    0.000    0.000    0.000 pathlib.py:608(_format_parsed_parts)
       66    0.000    0.000    0.000    0.000 lines.py:33(_get_dash_pattern)
      520    0.000    0.000    0.000    0.000 artist.py:904(get_rasterized)
        1    0.000    0.000    0.000    0.000 Image.py:597(_ensure_mutable)
  277/275    0.000    0.000    0.000    0.000 results.py:159(__init__)
        1    0.000    0.000    0.000    0.000 offsetbox.py:689(TextArea)
      127    0.000    0.000    0.000    0.000 {method 'tolist' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 __init__.py:76(CFUNCTYPE)
        1    0.000    0.000    0.000    0.000 Image.py:591(_copy)
        4    0.000    0.000    0.000    0.000 inspect.py:3038(__hash__)
       85    0.000    0.000    0.000    0.000 transforms.py:2602(get_matrix)
       60    0.000    0.000    0.000    0.000 lines.py:1242(set_markeredgewidth)
        6    0.000    0.000    0.000    0.000 core.py:285(_extremum_fill_value)
      337    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(has_location)
       75    0.000    0.000    0.000    0.000 font_manager.py:954(set_math_fontfamily)
        1    0.000    0.000    0.000    0.000 traceback.py:1(<module>)
       42    0.000    0.000    0.000    0.000 transforms.py:131(__getstate__)
        1    0.000    0.000    0.000    0.000 bezier.py:1(<module>)
        1    0.000    0.000    0.000    0.000 legend_handler.py:423(HandlerRegularPolyCollection)
        1    0.000    0.000    0.000    0.000 polar.py:442(_ThetaShift)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1(<module>)
      257    0.000    0.000    0.000    0.000 hmac.py:19(<genexpr>)
      240    0.000    0.000    0.000    0.000 patches.py:2249(<genexpr>)
        1    0.000    0.000    0.000    0.000 getlimits.py:509(_init)
       11    0.000    0.000    0.000    0.000 patches.py:330(set_edgecolor)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:211(_set_array_types)
        1    0.000    0.000    0.000    0.000 path.py:24(Path)
       33    0.000    0.000    0.000    0.000 warnings.py:458(__enter__)
      360    0.000    0.000    0.000    0.000 _base.py:803(<genexpr>)
        4    0.000    0.000    0.000    0.000 genericpath.py:16(exists)
      222    0.000    0.000    0.000    0.000 transforms.py:1330(<genexpr>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:440(_construct_lookups)
      397    0.000    0.000    0.000    0.000 figure.py:2663(_get_dpi)
      168    0.000    0.000    0.000    0.000 textwrap.py:482(predicate)
        1    0.000    0.000    0.000    0.000 numerictypes.py:588(_register_types)
        1    0.000    0.000    0.000    0.000 _endian.py:1(<module>)
       37    0.000    0.000    0.000    0.000 getlimits.py:16(_fr0)
        1    0.000    0.000    0.000    0.000 container.py:1(<module>)
        4    0.000    0.000    0.000    0.000 transforms.py:1597(transform_path_affine)
        4    0.000    0.000    0.000    0.000 __init__.py:195(caching_module_getattr)
        1    0.000    0.000    0.000    0.000 _tight_layout.py:1(<module>)
      302    0.000    0.000    0.000    0.000 __init__.py:80(<genexpr>)
        1    0.000    0.000    0.000    0.000 axis.py:36(Tick)
       20    0.000    0.000    0.000    0.000 getlimits.py:558(smallest_normal)
       25    0.000    0.000    0.000    0.000 enum.py:569(_check_for_existing_members)
       48    0.000    0.000    0.000    0.000 backend_bases.py:950(set_joinstyle)
       72    0.000    0.000    0.000    0.000 util.py:108(get)
       49    0.000    0.000    0.000    0.000 typing.py:1217(<genexpr>)
       16    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(nonzero)
        1    0.000    0.000    0.000    0.000 {method 'copy' of 'ImagingCore' objects}
        4    0.000    0.000    0.000    0.000 _base.py:3529(get_xbound)
       36    0.000    0.000    0.000    0.000 markers.py:318(get_joinstyle)
        4    0.000    0.000    0.000    0.000 ticker.py:1669(nonsingular)
       50    0.000    0.000    0.000    0.000 backend_bases.py:858(set_alpha)
       16    0.000    0.000    0.000    0.000 _collections_abc.py:828(__contains__)
        4    0.000    0.000    0.000    0.000 transforms.py:493(anchored)
        3    0.000    0.000    0.000    0.000 enum.py:1026(_decompose)
        1    0.000    0.000    0.000    0.000 _cm.py:1(<module>)
        9    0.000    0.000    0.000    0.000 _fontconfig_pattern.py:138(_family)
        3    0.000    0.000    0.000    0.000 six.py:882(wrapper)
       61    0.000    0.000    0.000    0.000 font_manager.py:1150(get_default_size)
        1    0.000    0.000    0.000    0.000 testing.py:1(<module>)
       36    0.000    0.000    0.000    0.000 colors.py:384(<genexpr>)
      362    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
      114    0.000    0.000    0.000    0.000 transforms.py:2688(get_matrix)
       61    0.000    0.000    0.000    0.000 inspect.py:1997(_signature_is_functionlike)
       20    0.000    0.000    0.000    0.000 units.py:56(_is_natively_supported)
       17    0.000    0.000    0.000    0.000 {built-in method posix.lstat}
       37    0.000    0.000    0.000    0.000 artist.py:1201(<dictcomp>)
       16    0.000    0.000    0.000    0.000 __init__.py:119(_weak_or_strong_ref)
        4    0.000    0.000    0.000    0.000 spines.py:291(set_position)
        1    0.000    0.000    0.000    0.000 backend_tools.py:29(Cursors)
       70    0.000    0.000    0.000    0.000 fromnumeric.py:3152(ndim)
       64    0.000    0.000    0.000    0.000 transforms.py:1350(_iter_break_from_left_to_right)
       86    0.000    0.000    0.000    0.000 backend_bases.py:992(get_hatch_path)
        1    0.000    0.000    0.000    0.000 transforms.py:2455(CompositeAffine2D)
        1    0.000    0.000    0.000    0.000 _base.py:839(_set_lim_and_transforms)
        1    0.000    0.000    0.000    0.000 __init__.py:33(__getattr__)
        1    0.000    0.000    0.000    0.000 __init__.py:1795(LoggerAdapter)
        4    0.000    0.000    0.000    0.000 transforms.py:1799(transform_path_affine)
        4    0.000    0.000    0.000    0.000 _base.py:3577(get_xlim)
       27    0.000    0.000    0.000    0.000 deprecation.py:350(<genexpr>)
        1    0.000    0.000    0.000    0.000 backend_managers.py:32(ToolManager)
        1    0.000    0.000    0.000    0.000 _parser.py:569(__init__)
        1    0.000    0.000    0.000    0.000 hermite.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ufunclike.py:1(<module>)
        1    0.000    0.000    0.000    0.000 laguerre.py:1(<module>)
        3    0.000    0.000    0.000    0.000 __init__.py:36(__deprecate_private_class)
      314    0.000    0.000    0.000    0.000 text.py:863(get_text)
        6    0.000    0.000    0.000    0.000 core.py:4879(__init__)
        1    0.000    0.000    0.000    0.000 _factories.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _parser.py:294(__init__)
